"spo","meanW_rpomAlone","semW_rpomAlone","meanW_vib","semW_vib","meanW_mari","semW_mari","meanW_CC","semW_CC","gene","funct","NCBI","Vib_fold_diff","Mari_fold_diff","CC_fold_diff"
"SPO1294",1,0.017,0.81,0.04,0.87,0.018,0.86,0.047,"SPO1294","polyhydroxyalkanoate synthesis repressor PhaR","SPO_RS06590",-0.3,-0.2,-0.22
"SPO1295",1,0.014,0.95,0.048,1,0.009,0.97,0.026,"SPO1295","aminotransferase, DegT/DnrJ/EryC1/StrS family","SPO_RS06595",-0.073,0,-0.044
"SPO1298",1,0.047,1,0.028,1,0.018,0.98,0.034,"SPO1298","oxidoreductase, aldo/keto reductase family protein","SPO_RS06610",0,0,-0.029
"SPO1299",0.97,0.047,0.99,0.054,0.98,0.029,0.96,0.023,"SPO1299","transcriptional regulator, LysR family","SPO_RS22460",0.029,0.015,-0.015
"SPO1300",1,0.008,1,0.027,1,0.024,0.98,0.033,"SPO1300","glutamine synthetase family protein","SPO_RS06625",0,0,-0.029
"SPO1301",1,0.035,1,0.031,0.98,0.037,1,0.085,"SPO1301","glutamine amidotransferase, class I","SPO_RS06630",0,-0.029,0
"SPO1302",0.97,0.033,1,0.017,0.98,0.032,0.97,0.049,"SPO1302","glutamine synthetase family protein","SPO_RS06635",0.044,0.015,0
"SPO1303",1,0.049,0.96,0.084,1,0.061,0.95,0.055,"SPO1303","fructosyl-amino acid oxidase, putative","SPO_RS06640",-0.058,0,-0.073
"SPO1304",0.95,0.071,1,0.016,0.97,0.022,0.94,0.042,"SPO1304","His/Glu/Gln/Arg/opine family ABC transporter, permease protein","SPO_RS06645",0.073,0.03,-0.015
"SPO1305",0.96,0.02,0.98,0.019,0.94,0.019,1,0.028,"SPO1305","ABC transporter, permease protein, HisMQ family","SPO_RS06650",0.029,-0.03,0.058
"SPO1306",0.93,0.068,1.1,0.06,1,0.044,1,0.047,"SPO1306","His/Glu/Gln/Arg/opine family ABC transporter, periplasmic His/Glu/Gln/Arg/opine family-binding protein","SPO_RS06655",0.24,0.1,0.1
"SPO1307",1.1,0.056,1.1,0.059,1,0.034,1,0.058,"SPO1307","His/Glu/Gln/Arg/opine family ABC transporter, ATP-binding protein","SPO_RS06660",0,-0.14,-0.14
"SPO1308",1.1,0.052,1,0.05,1,0.023,1,0.071,"SPO1308","hypothetical protein","SPO_RS06665",-0.14,-0.14,-0.14
"SPO1309",0.9,0.19,0.94,0.12,0.98,0.091,0.86,0.048,"SPO1309","hypothetical protein","SPO_RS06670",0.062,0.12,-0.065
"SPO1310",0.96,0.019,0.98,0.088,1,0.061,1,0.12,"SPO1310","hypothetical protein","SPO_RS06675",0.029,0.058,0.058
"SPO1310a",0.63,0.1,0.71,0.31,0.82,0.026,0.73,0.24,"SPO1310a","hypothetical protein","SPO_RS06680",0.17,0.38,0.21
"SPO1311",1,0.02,1,0.035,1,0.052,1,0.031,"SPO1311","renal dipeptidase family protein","SPO_RS06685",0,0,0
"SPO1312",1.1,0,0.79,0.031,0.42,0.42,0.75,0.39,"pyrG","CTP synthase","SPO_RS06690",-0.47,-1.4,-0.55
"SPO1314",1.1,0.034,1.1,0.028,1.1,0.024,1,0.021,"nthA","nitrile hydratase subunit alpha","SPO_RS06700",0,0,-0.14
"SPO1315",1.1,0.04,1.1,0.034,1.1,0.021,1.1,0.013,"nthB","nitrile hydratase beta subunit","SPO_RS06705",0,0,0
"SPO1316",1.1,0.13,1.1,0.055,1.1,0.093,1.1,0.049,"SPO1316","hypothetical protein","SPO_RS06710",0,0,0
"SPO1318",0,0,0.09,0.09,0.11,0.11,0.35,0.12,"purA","adenylosuccinate synthetase","SPO_RS06720",3.3,3.6,5.2
"SPO1319",0.86,0.081,0.95,0.05,1,0.03,0.82,0.035,"SPO1319","hypothetical protein","SPO_RS06725",0.14,0.22,-0.068
"SPO1320",0.8,0.065,0.85,0.16,0.81,0.073,0.76,0.038,"SPO1320","lipoprotein, putative","SPO_RS06730",0.086,0.018,-0.073
"SPO1321",0.96,0.23,1.1,0.088,0.97,0.17,1.2,0.28,"SPO1321","thiamine pyrophosphokinase","SPO_RS06735",0.19,0.015,0.32
"SPO1322",1.1,0.025,1.1,0.028,1.1,0.047,1,0.019,"SPO1322","hypothetical protein","SPO_RS06740",0,0,-0.14
"SPO1323",0.99,0.039,0.99,0.07,1,0.028,0.98,0.054,"sdaA","L-serine ammonia-lyase","SPO_RS06745",0,0.014,-0.014
"SPO1324",1.1,0.19,1,0.16,0.99,0.16,1,0.17,"SPO1324","glutathione S-transferase family protein","SPO_RS06750",-0.14,-0.15,-0.14
"SPO1325",0.78,0.1,0.87,0.071,0.87,0.024,0.83,0.11,"SPO1325","lipoprotein, putative","SPO_RS06755",0.16,0.16,0.089
"SPO1327",0.93,0.027,0.85,0.037,0.94,0.035,0.89,0.049,"rpiA","ribose 5-phosphate isomerase","SPO_RS06765",-0.13,0.015,-0.063
"SPO1328",0.9,0.054,0.88,0.023,0.93,0.02,0.96,0.028,"gor","glutathione-disulfide reductase","SPO_RS06770",-0.032,0.047,0.092
"SPO1329",0.35,0.12,0.52,0.12,0.44,0.071,0.6,0.096,"SPO1329","HflK protein","SPO_RS06775",0.56,0.32,0.76
"SPO1330",0.26,0.15,0.76,0.072,0.23,0.23,0.82,0.1,"hflC","HflC protein","SPO_RS06780",1.5,-0.17,1.6
"SPO1331",0.95,0.009,0.96,0.054,0.96,0.011,0.92,0.023,"SPO1331","hypothetical protein","SPO_RS06785",0.015,0.015,-0.046
"SPO1332",0,NA,0,NA,0,NA,0,NA,"SPO1332","hypothetical protein","SPO_RS06790",0,0,0
"SPO1333",0.96,0.042,1.1,0.04,1,0.031,1,0.036,"SPO1333","periplasmic serine protease, DO/DeqQ family","SPO_RS06795",0.19,0.058,0.058
"SPO1334",0.9,0.086,0.87,0.11,0.86,0.12,0.94,0.14,"SPO1334","hypothetical protein","SPO_RS06800",-0.048,-0.065,0.062
"SPO1335",0.76,0.32,0.54,0.28,1,0.17,0.89,0.055,"SPO1335","transcriptional regulator, Crp/Fnr family","SPO_RS06805",-0.49,0.39,0.23
"SPO1337",0.97,0.041,0.94,0.018,0.94,0.019,0.92,0.021,"SPO1337","hypothetical protein","SPO_RS06815",-0.045,-0.045,-0.076
"SPO1337a",0.83,NA,1.2,NA,0.68,NA,0.7,0.7,"SPO1337a","hypothetical protein","SPO_RS06820",0.53,-0.28,-0.24
"SPO1339",0.47,0.47,0.53,0.53,0.59,0.59,0,NA,"ftsY","signal recognition particle-docking protein FtsY","SPO_RS06825",0.17,0.32,-5.6
"SPO1340",0.97,0.066,0.95,0.045,0.91,0.087,0.87,0.064,"SPO1340","hypothetical protein","SPO_RS06830",-0.03,-0.091,-0.16
"SPO1341",NA,NA,1,NA,0.8,NA,NA,NA,"SPO1341","alkane-1 monooxygenase, putative","SPO_RS06835",NA,NA,NA
"SPO1342",0.85,0.077,0.92,0.093,0.8,0.12,0.85,0.039,"SPO1342","hypothetical protein","SPO_RS06840",0.11,-0.086,0
"SPO1343",0.94,0.04,0.94,0.077,0.88,0.046,0.99,0.044,"SPO1343","glutathione S-transferase family protein","SPO_RS06845",0,-0.094,0.074
"SPO1344",0,NA,1,0.18,0,NA,0.82,NA,"xseA","exodeoxyribonuclease VII, large subunit","SPO_RS06850",6.7,0,6.4
"SPO1345",0.11,0.11,0.54,0.19,0.23,0.16,0.28,0.17,"purD","phosphoribosylamine--glycine ligase","SPO_RS06855",2.2,1,1.3
"SPO1346",1,0.11,0.9,0.14,1.2,0.016,1.1,0.028,"SPO1346","transcriptional regulator, LuxR family/sensory box protein","SPO_RS06860",-0.15,0.26,0.14
"SPO1347",1,0.039,1,0.04,0.98,0.027,1.1,0.021,"SPO1347","hypothetical protein","SPO_RS06865",0,-0.029,0.14
"SPO1349",1.2,0.05,1.1,0.061,1.1,0.042,1.1,0.066,"SPO1349","lipoprotein, putative","SPO_RS06875",-0.12,-0.12,-0.12
"SPO1351",0,0,0.067,0.067,0.065,0.065,0.12,0.12,"metZ","O-succinylhomoserine sulfhydrylase","SPO_RS06880",2.9,2.9,3.7
"SPO1352a",1.2,0.069,1.1,0.052,1.1,0.049,1.1,0.057,"SPO1352a","hypothetical protein","SPO_RS06890",-0.12,-0.12,-0.12
"SPO1354",0.89,0.057,0.89,0.066,0.96,0.007,0.97,0.044,"SPO1354","peptidoglycan binding domain protein","SPO_RS06900",0,0.11,0.12
"SPO1356",1.1,0.082,1.1,0.073,1,0.039,1.1,0.099,"SPO1356","methyltransferase, FkbM family","SPO_RS06910",0,-0.14,0
"SPO1356a",0.61,0.085,0.74,0.083,0.65,0.083,0.6,0.052,"SPO1356a","Signal transduction","SPO_RS06915",0.27,0.09,-0.023
"SPO1357",1.1,0.091,1.1,0.077,1.1,0.023,1,0.03,"gltS","sodium/glutamate symporter","SPO_RS06920",0,0,-0.14
"SPO1358",1,NA,0,NA,0,NA,0,NA,"glyS","glycyl-tRNA synthetase, beta subunit","SPO_RS06925",-6.7,-6.7,-6.7
"SPO1359",0.88,0.033,0.74,0.056,0.87,0.011,0.83,0.04,"ppdK","pyruvate, phosphate dikinase","SPO_RS06930",-0.25,-0.016,-0.083
"SPO1360",1.1,0.049,1.1,0.041,1.1,0.029,1.1,0.068,"SPO1360","hypothetical protein","SPO_RS06935",0,0,0
"SPO1361",1.1,0.091,0.96,0.092,1.1,0.049,1.1,0.051,"SPO1361","multicopper oxidase domain protein","SPO_RS06940",-0.19,0,0
"SPO1364a",0.98,0.11,0.95,0.071,0.99,0.085,1,0.084,"SPO1364a","hypothetical protein","SPO_RS06960",-0.044,0.014,0.029
"SPO1365",1.1,0.036,0.99,0.043,1,0.024,0.92,0.022,"SPO1365","hypothetical protein","SPO_RS06965",-0.15,-0.14,-0.26
"SPO1366",0.011,0.011,0.067,0.067,0.11,0.11,0,0,"ilvC","ketol-acid reductoisomerase","SPO_RS06970",1.9,2.5,-1.1
"SPO1367",0,0,0.43,0.28,0,0,0,0,"SPO1367","transcriptional regulator, AsnC family","SPO_RS06975",5.5,0,0
"SPO1368",0.55,0.2,0.73,0.047,0.77,0.062,0.94,0.066,"SPO1368","transcriptional regulator, AsnC family","SPO_RS06980",0.4,0.48,0.76
"SPO1369",0.92,0.041,0.97,0.039,0.97,0.049,0.87,0.04,"SPO1369","transcriptional regulator, GntR family","SPO_RS06985",0.076,0.076,-0.08
"SPO1370",1,0.053,0.94,0.006,0.99,0.042,0.96,0.038,"SPO1370","aminotransferase family protein","SPO_RS06990",-0.088,-0.014,-0.058
"SPO1372",0.99,0.022,0.97,0.024,0.96,0.05,1,0.014,"SPO1372","hypothetical protein","SPO_RS07000",-0.029,-0.044,0.014
"SPO1373",0.97,0.015,0.91,0.032,0.94,0.022,0.84,0.035,"SPO1373","hypothetical protein","SPO_RS07005",-0.091,-0.045,-0.21
"SPO1374",1.2,0.08,1.1,0.093,1.1,0.085,1.1,0.062,"SPO1374","pyrimidine 5'-nucleotidase","SPO_RS07010",-0.12,-0.12,-0.12
"SPO1375",1.1,0.076,0.97,0.045,0.99,0.045,0.92,0.038,"SPO1375","transcriptional regulator, GntR family","SPO_RS07015",-0.18,-0.15,-0.26
"SPO1376",1.1,0.053,1.1,0.053,1.1,0.029,1.1,0.045,"SPO1376","glycosyl transferase, group 2 family protein","SPO_RS07020",0,0,0
"SPO1379",0.94,0.12,0.97,0.089,0.98,0.085,1,0.065,"SPO1379","prephenate dehydrogenase, putative","SPO_RS07040",0.045,0.06,0.088
"SPO1380",0.93,0.011,0.95,0.041,0.99,0.046,0.93,0.032,"SPO1380","hypothetical protein","SPO_RS07045",0.03,0.089,0
"SPO1381",0.75,0.39,0.66,0.34,1,0.061,0.86,0.52,"SPO1381","hypothetical protein","SPO_RS07050",-0.18,0.41,0.2
"SPO1382",0.98,0.026,0.97,0.012,1,0.018,0.99,0.036,"SPO1382","hypothetical protein","SPO_RS07055",-0.015,0.029,0.014
"SPO1383",0.62,0.024,0.83,0.019,0.78,0.033,0.9,0.009,"ctaD","cytochrome c oxidase, aa3-type, subunit I","SPO_RS07060",0.42,0.33,0.53
"SPO1384",0.8,0.11,0.98,0.062,1,0.034,0.92,0.015,"SPO1384","transcriptional regulator, MarR family","SPO_RS07065",0.29,0.32,0.2
"SPO1385",0.91,0.042,0.98,0.027,0.88,0.044,0.94,0.027,"SPO1385","twin-arginine translocation pathway signal sequence domain protein","SPO_RS07070",0.11,-0.048,0.046
"SPO1386",NA,NA,1.3,NA,NA,NA,NA,NA,"SPO1386","HIT family protein","SPO_RS07075",NA,NA,NA
"SPO1387",1.1,0.017,1.1,0.025,1.1,0.017,1.1,0.015,"SPO1387","cation efflux system protein","SPO_RS07080",0,0,0
"SPO1388",1,0.081,0.94,0.069,0.96,0.048,0.88,0.035,"SPO1388","transcriptional regulator, LuxR family/hydrolase, alpha/beta fold family","SPO_RS07085",-0.088,-0.058,-0.18
"SPO1390",0,NA,0,NA,0,NA,0,NA,"SPO1390","thioredoxin domain protein, DsbA family","SPO_RS07095",0,0,0
"SPO1392",1.2,0.6,0.88,NA,0.46,NA,0,NA,"SPO1392","4-carboxymuconolactone decarboxylase domain/alkylhydroperoxidase AhpD family core domain protein","SPO_RS07105",-0.44,-1.4,-6.9
"SPO1393",0.85,NA,0,NA,0,NA,0.84,NA,"SPO1393","Rrf2 family protein","SPO_RS07110",-6.4,-6.4,-0.017
"SPO1394",0.95,0.038,0.96,0.029,0.93,0.029,0.92,0.023,"SPO1394","beta-lactamase, putative","SPO_RS22150",0.015,-0.03,-0.046
"SPO1395",0.57,0.4,1.1,0.18,0.81,0.075,0.77,0.4,"SPO1395","transcriptional regulator, AraC family","SPO_RS07120",0.94,0.5,0.43
"SPO1396",0.88,0.068,0.7,0.24,0.91,0.048,0.84,0.039,"SPO1396","transporter, putative","SPO_RS07125",-0.33,0.048,-0.066
"SPO1397",1,0.053,1,0.039,1,0.032,1,0.05,"SPO1397","hydrophobe/amphiphile efflux-1 family protein","SPO_RS07130",0,0,0
"SPO1398",1,0.017,0.92,0.063,0.94,0.025,0.87,0.046,"SPO1398","efflux transporter, RND family, MFP subunit","SPO_RS07135",-0.12,-0.088,-0.2
"SPO1399",0.91,0.036,0.7,0.24,0.93,0.026,0.79,0.039,"SPO1399","transcriptional regulator, AraC family","SPO_RS07140",-0.37,0.031,-0.2
"SPO1400",0.65,0.26,1,0.057,1,0.08,0.77,0.26,"SPO1400","hypothetical protein","SPO_RS07145",0.61,0.61,0.24
"SPO1401",0.73,0.095,0.75,0.12,0.89,0.039,0.85,0.056,"SPO1401","aminotransferase, class III","SPO_RS07150",0.038,0.28,0.22
"SPO1404",1,0.045,0.98,0.037,1,0.049,0.98,0.04,"SPO1404","hypothetical protein","SPO_RS07165",-0.029,0,-0.029
"SPO1405",0.92,0.032,0.93,0.023,0.93,0.041,0.91,0.053,"SPO1405","tyrosinase domain protein","SPO_RS07170",0.015,0.015,-0.016
"SPO1406",1.1,0.018,1,0.055,0.95,0.041,0.94,0.073,"SPO1406","hypothetical protein","SPO_RS22155",-0.14,-0.21,-0.22
"SPO1407",0.89,0.073,0.84,0.16,0.82,0.096,0.84,0.068,"SPO1407","hypothetical protein","SPO_RS07180",-0.082,-0.12,-0.082
"SPO1408",0.96,0.046,1,0.023,0.95,0.017,0.99,0.041,"rluD","ribosomal large subunit pseudouridine synthase D","SPO_RS07185",0.058,-0.015,0.044
"SPO1409",1.2,0.082,1.3,0.034,1.2,0.018,1.1,0.031,"rpoH-2","RNA polymerase sigma-32 factor","SPO_RS07190",0.11,0,-0.12
"SPO1410",1,0.015,1,0.013,0.96,0.038,1,0.059,"SPO1410","renal dipeptidase family protein","SPO_RS07195",0,-0.058,0
"SPO1411",1,0.035,0.97,0.046,1,0.04,0.98,0.082,"SPO1411","C4-type zinc finger protein, DksA/TraR family","SPO_RS07200",-0.044,0,-0.029
"SPO1412",1.1,0.011,1,0.011,1,0.017,1,0.029,"SPO1412","DNA modification methyltransferase domain protein","SPO_RS07205",-0.14,-0.14,-0.14
"SPO1412a",1,0.004,1,0.007,1,0.004,1,0.007,"SPO1412a","hypothetical protein","SPO_RS22825",0,0,0
"SPO1413",1.1,0.021,1,0.029,1,0.014,1,0.018,"pepF","oligoendopeptidase F","SPO_RS07210",-0.14,-0.14,-0.14
"SPO1414",1,0.034,1,0.043,1,0.045,1,0.077,"SPO1414","hydrolase, alpha/beta fold family","SPO_RS07215",0,0,0
"SPO1415",0.57,0.32,0.87,0.14,0.51,0.26,0,0,"SPO1415","sterol carrier family protein","SPO_RS07220",0.6,-0.16,-5.9
"SPO1416",0.66,0.33,0.67,0.34,0.6,0.31,0.54,0.3,"SPO1416","TPR domain protein","SPO_RS07225",0.021,-0.14,-0.28
"SPO1417",0.88,0.071,0.95,0.066,0.91,0.031,0.94,0.045,"SPO1417","helicase, putative","SPO_RS07230",0.11,0.048,0.094
"SPO1421",0.92,0.032,1,0.045,1,0.016,0.99,0.027,"SPO1421","cation channel family protein","SPO_RS07250",0.12,0.12,0.1
"SPO1424",0.9,0.051,0.96,0.071,0.94,0.023,0.9,0.045,"SPO1424","glutathione-regulated potassium-efflux system protein","SPO_RS07265",0.092,0.062,0
"SPO1425",0.47,0.24,0.69,0.3,0.93,0.15,0.57,0.31,"SPO1425","transcriptional regulator, AsnC family","SPO_RS07270",0.54,0.97,0.27
"SPO1426",1,0.032,1.1,0.033,1,0.027,1,0.031,"hppD","4-hydroxyphenylpyruvate dioxygenase","SPO_RS07275",0.14,0,0
"SPO1427",1.1,0.051,0.97,0.031,1,0.019,0.99,0.026,"SPO1427","hypothetical protein","SPO_RS07280",-0.18,-0.14,-0.15
"SPO1429",1,0.049,1,0.046,1,0.039,0.99,0.066,"omp28","outer membrane protein, 28Kda","SPO_RS07285",0,0,-0.014
"SPO1430",1,0.099,0.8,0.3,0.89,0.09,0.67,0.23,"SPO1430","antibiotic efflux protein","SPO_RS07290",-0.32,-0.17,-0.57
"SPO1431",0.99,0.023,1,0.045,1,0.03,1,0.034,"SPO1431","O-acetylhomoserine aminocarboxypropyltransferase","SPO_RS07295",0.014,0.014,0.014
"SPO1432",0.98,0.086,0.92,0.032,0.96,0.052,1,0.061,"SPO1432","rhodanese domain protein","SPO_RS07300",-0.09,-0.029,0.029
"SPO1433",0.8,0.052,0.87,0.058,0.82,0.072,0.84,0.062,"SPO1433","oxidoreductase, aldo/keto reductase family","SPO_RS07305",0.12,0.035,0.07
"SPO1435",0.94,0.071,0.99,0.028,0.91,0.045,1,0.023,"SPO1435","hypothetical protein","SPO_RS07315",0.074,-0.046,0.088
"SPO1436",0.98,0.045,1.1,0.038,0.86,0.041,0.83,0.12,"lcdH","L-carnitine dehydrogenase (EC 1.1.1.108)","SPO_RS07320",0.17,-0.19,-0.24
"SPO1437",0.84,0.3,0.81,0.28,0.95,0.062,0.79,0.29,"linC-1","2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase","SPO_RS07325",-0.052,0.18,-0.087
"SPO1438",0.92,0.14,0.88,0.3,0.99,0.043,1,0.15,"SPO1438","hypothetical protein","",-0.063,0.1,0.12
"SPO1439",1,0.038,1.1,0.022,1,0.029,1.1,0.013,"SPO1439","DNA binding protein, putative","SPO_RS07335",0.14,0,0.14
"SPO1440",1.1,0.083,1,0.048,0.98,0.05,1,0.069,"SPO1440","hypothetical protein","SPO_RS07340",-0.14,-0.17,-0.14
"SPO1441",1,0.077,1,0.031,0.88,0.06,0.98,0.017,"SPO1441","fatty acid desaturase family protein","SPO_RS07345",0,-0.18,-0.029
"SPO1442",1,0.02,0.96,0.058,0.94,0.089,1,0.041,"SPO1442","hypothetical protein","SPO_RS07350",-0.058,-0.088,0
"SPO1443",0.71,0.029,0.95,0.039,0.9,0.022,0.93,0.041,"rhlE","ATP-dependent RNA helicase RhlE","SPO_RS07355",0.42,0.34,0.38
"SPO1444",0.95,0.075,0.99,0.066,0.99,0.059,0.95,0.024,"SPO1444","hypothetical protein","SPO_RS07360",0.059,0.059,0
"SPO1445",1.1,0.097,0.95,0.07,1.1,0.08,0.99,0.12,"SPO1445","oxidoreductase, short chain dehydrogenase/reductase family","SPO_RS07365",-0.21,0,-0.15
"SPO1446",1.2,0.14,0.85,0.081,0.76,0.072,1.1,0.13,"SPO1446","cyclase, putative","SPO_RS07370",-0.49,-0.65,-0.12
"SPO1447",0.98,0.042,0.97,0.036,1,0.019,0.97,0.051,"SPO1447","oxidoreductase, short chain dehydrogenase/reductase family","SPO_RS07375",-0.015,0.029,-0.015
"SPO1448",0.98,0.065,0.87,0.055,0.89,0.082,1,0.068,"SPO1448","hypothetical protein","SPO_RS07380",-0.17,-0.14,0.029
"SPO1449",0.94,0.091,1.1,0.083,0.98,0.11,1,0.19,"SPO1449","AMP-binding protein","SPO_RS07385",0.22,0.06,0.088
"SPO1450",0.96,0.047,0.94,0.043,0.98,0.018,0.97,0.015,"SPO1450","aromatic 1,2-dioxygenase, beta subunit","SPO_RS07390",-0.03,0.029,0.015
"SPO1451",0.69,0.31,0.77,0.26,0.68,0.24,0.9,0.14,"SPO1451","aromatic 1,2-dioxygenase, alpha subunit","SPO_RS07395",0.16,-0.021,0.38
"SPO1452",1,0.086,0.98,0.026,0.93,0.021,0.82,0.05,"SPO1452","oxidoreductase NAD-binding domain/2Fe-2S iron-sulfur cluster binding domain protein","SPO_RS07400",-0.029,-0.1,-0.28
"SPO1453",1.1,0.062,1,0.054,1,0.049,1.1,0.058,"SPO1453","transcriptional regulator, MarR family","SPO_RS07405",-0.14,-0.14,0
"SPO1454",1.1,0.031,0.97,0.071,1.1,0.045,0.98,0.055,"SPO1454","TRAP dicarboxylate transporter, DctP subunit","SPO_RS07410",-0.18,0,-0.17
"SPO1456",0.99,0.1,1,0.084,0.99,0.086,1.1,0.031,"SPO1456","TRAP transporter, DctM subunit","SPO_RS07420",0.014,0,0.15
"SPO1457",0.7,0.23,1,0.079,0.76,0.25,0.93,0.13,"SPO1457","thioesterase family protein","SPO_RS07425",0.51,0.12,0.4
"SPO1459",1,0.017,1,0.025,1,0.026,0.95,0.035,"SPO1459","indolepyruvate oxidoreductase, IorA subunit, putative","SPO_RS07435",0,0,-0.073
"SPO1460",1.1,0.12,1,0.13,0.86,0.13,0.92,0.099,"SPO1460","indolepyruvate oxidoreductase, IorB subunit, putative","SPO_RS07440",-0.14,-0.35,-0.26
"SPO1461",0.99,0.043,0.83,0.034,0.92,0.042,0.97,0.027,"SPO1461","hypothetical protein","SPO_RS07445",-0.25,-0.1,-0.029
"SPO1462",0.97,0.023,0.96,0.02,0.93,0.02,0.91,0.07,"SPO1462","OmpA family protein","SPO_RS22160",-0.015,-0.06,-0.091
"SPO1463",0.75,0.13,0.85,0.14,0.66,0.23,0.88,0.086,"SPO1463","TRAP dicarboxylate transporter, DctM subunit","SPO_RS07455",0.18,-0.18,0.23
"SPO1464",1,0.14,0.91,0.32,1.1,0.16,0.74,0.11,"SPO1464","TRAP dicarboxylate transporter, DctQ subunit, putative","SPO_RS07460",-0.13,0.14,-0.43
"SPO1465",0.89,0.11,0.96,0.059,0.98,0.03,0.91,0.042,"SPO1465","TRAP dicarboxylate transporter, DctP subunit, putative","SPO_RS07465",0.11,0.14,0.032
"SPO1466",1.1,0.4,1.3,0.12,1.3,0.12,0.75,0.38,"SPO1466","opine dehydrogenase, putative","SPO_RS07470",0.24,0.24,-0.55
"SPO1468",0.95,0.092,1.1,0.055,0.95,0.07,0.94,0.16,"SPO1468","aminotransferase family protein","SPO_RS07480",0.21,0,-0.015
"SPO1469",1.1,0.17,1.2,0.15,1.1,0.11,1,0.11,"SPO1469","3-ketosteroid dehydrogenase, putative","SPO_RS07485",0.12,0,-0.14
"SPO1470",0.86,0.043,0.76,0.042,0.84,0.044,0.87,0.031,"SPO1470","isocitrate lyase family protein","SPO_RS07490",-0.18,-0.034,0.016
"SPO1471",0.94,0.1,1.1,0.092,1,0.1,0.72,0.25,"SPO1471","isochorismatase family protein","SPO_RS07495",0.22,0.088,-0.38
"SPO1472",1,0.031,1,0.04,1,0.029,1,0.056,"hyuA","hydantoin utilization protein A","SPO_RS07500",0,0,0
"SPO1473",0.71,0.26,0.86,0.12,1,0.03,0.86,0.081,"SPO1473","hydantoin utilization protein B, putative","SPO_RS07505",0.27,0.49,0.27
"SPO1474",0.69,0.35,0.3,0.15,0.89,0.22,0.64,0.2,"SPO1474","tautomerase, putative","SPO_RS07510",-1.2,0.36,-0.11
"SPO1475",1.1,0.097,0.96,0.039,1.1,0.07,1,0.11,"SPO1475","transcriptional regulator, GntR family","SPO_RS07515",-0.19,0,-0.14
"SPO1476",0.78,0.081,0.4,0.26,0.8,0.16,0.48,0.28,"leuC-2","3-isopropylmalate dehydratase, large subunit","SPO_RS07520",-0.95,0.036,-0.69
"SPO1477",0.98,0.061,0.98,0.14,1,0.045,1.1,0.058,"leuD-2","3-isopropylmalate dehydratase, small subunit","SPO_RS07525",0,0.029,0.17
"SPO1478",0.76,0.13,0.66,0.22,0.92,0.054,0.68,0.068,"SPO1478","Sigma-70, ECF","SPO_RS07530",-0.2,0.27,-0.16
"SPO1479",0.8,0.083,0.85,0.024,0.86,0.083,0.87,0.028,"chrR","anti sigma factor ChrR from Rhodobacter spheroides; regulates fatty acid composition in cell membrane in response to ROS. https://www.pnas.org/content/111/33/E3450.short","SPO_RS07535",0.086,0.1,0.12
"SPO1480",0.73,NA,1.2,0.13,0.69,0.36,0.9,0.004,"SPO1480","short chain dehydrogenase","SPO_RS07540",0.71,-0.08,0.3
"SPO1481",0.46,0.17,0.83,0.026,0.86,0.099,0.8,0.074,"cfa","cyclopropane fatty acyl phospholipid synthase","SPO_RS07545",0.84,0.89,0.79
"SPO1482",0.85,0.018,0.9,0.053,0.89,0.042,0.94,0.026,"cfa","cyclopropane fatty acyl phospholipid synthase","SPO_RS07550",0.082,0.066,0.14
"SPO1483",0.96,0.05,0.78,0.1,0.85,0.08,0.72,0.055,"cfa","cyclopropane fatty acyl phospholipid synthase","SPO_RS07555",-0.3,-0.17,-0.41
"SPO1484",0,NA,0.91,0.21,0.71,0.36,1.1,0.33,"SPO1484","hypothetical protein","SPO_RS07560",6.5,6.2,6.8
"SPO1485",0.83,0.12,0.97,0.045,0.86,0.089,0.98,0.11,"SPO1485","NA/galactoside or NA/melibiose symporter","SPO_RS07565",0.22,0.051,0.24
"SPO1486",0.85,0.027,0.88,0.065,0.89,0.046,0.81,0.032,"SPO1486","DUF3833 unknown function","SPO_RS07570",0.049,0.066,-0.069
"SPO1488",0.97,0.087,0.98,0.058,0.9,0.031,0.91,0.044,"SPO1488","transcriptional regulator, LuxR family","SPO_RS07580",0.015,-0.11,-0.091
"SPO1489",0.92,0.054,0.91,0.048,0.94,0.042,0.93,0.072,"SPO1489","indole acetamide hydrolase","SPO_RS07585",-0.016,0.031,0.015
"SPO1490",0.95,0.081,0.92,0.04,0.98,0.009,0.95,0.057,"SPO1490","regulatory protein, putative","SPO_RS07590",-0.046,0.044,0
"SPO1491",0.92,0.12,0.87,0.037,0.89,0.11,0.84,0.1,"SPO1491","branched-chain amino acid ABC transporter, permease protein","SPO_RS07595",-0.08,-0.047,-0.13
"SPO1492",0.92,0.044,0.89,0.035,0.95,0.021,0.92,0.033,"SPO1492","branched-chain amino acid ABC transporter, permease/ATP-binding protein","SPO_RS07600",-0.047,0.046,0
"SPO1493",0.99,0.022,0.98,0.058,0.97,0.023,0.96,0.035,"SPO1493","branched-chain amino acid ABC transporter, ATP-binding protein","SPO_RS07605",-0.014,-0.029,-0.044
"SPO1494",1.3,0.13,1.1,0.15,1.1,0.04,1.1,0.098,"SPO1494","2-hydroxychromene-2-carboxylate isomerase, putative","SPO_RS07610",-0.24,-0.24,-0.24
