spo,mean_rpomAlone,lwrCL_rpomAlone,uprCL_rpomAlone,naCount_rpomAlone,mean_vib,lwrCL_vib,uprCL_vib,naCount_vib,mean_mari,lwrCL_mari,uprCL_mari,naCount_mari,mean_CC,lwrCL_CC,uprCL_CC,naCount_CC,gene,funct,NCBI,meanNA,Vib_diff,Vib_fold_diff,Mari_diff,Mari_fold_diff,CC_diff,CC_fold_diff
SPO1278,1.021,0.893,1.146,0,0.987,0.874,1.104,0,0.971,0.583,1.225,0,0.922,0.788,1.042,0,SPO1278,hypothetical protein,SPO_RS06510,0,-0.034,-0.048860876,-0.05,-0.072439665,-0.099,-0.14714421
SPO1279,1.04,0.885,1.184,0,0.998,0.799,1.177,0,1.07,0.9,1.24,0,0.945,0.76,1.113,0,SPO1279,hypothetical protein,SPO_RS06515,0,-0.042,-0.059471808,0.03,0.041027268,-0.095,-0.138197294
SPO1280,0.97,0.888,1.033,0,0.908,0.83,0.988,0,1.04,0.995,1.085,0,0.92,0.85,0.983,0,SPO1280,hypothetical protein,SPO_RS06520,0,-0.062,-0.09529245,0.07,0.100526876,-0.05,-0.076350886
SPO1284,1.072,1.047,1.098,0,1.036,1.013,1.061,0,1.05,1.032,1.069,0,1.012,0.963,1.063,0,SPO1284,"transcriptional regulator, ArsR family",SPO_RS06540,0,-0.036,-0.049280903,-0.022,-0.029915578,-0.06,-0.083095616
SPO1285,1.02,0.915,1.122,0,0.943,0.846,1.032,0,0.943,0.838,1.062,0,0.934,0.85,1.021,0,SPO1285,hypothetical protein,SPO_RS06545,0,-0.077,-0.113239476,-0.077,-0.113239476,-0.086,-0.127074697
SPO1286,1.019,0.945,1.107,0,1.095,0.994,1.19,0,0.94,0.882,1.009,0,0.925,0.775,1.088,0,SPO1286,hypothetical protein,SPO_RS06550,0,0.076,0.103776818,-0.079,-0.11642139,-0.094,-0.139628781
SPO1287,0.956,0.753,1.155,0,0.678,0.242,1.079,0,0.855,0.769,0.937,0,0.808,0.578,1.009,0,SPO1287,glyoxalase family protein,SPO_RS06555,0,-0.278,-0.495725345,-0.101,-0.161086198,-0.148,-0.242655325
SPO1288,0.876,0.815,0.936,0,0.903,0.831,0.979,0,0.891,0.821,0.954,0,0.838,0.763,0.915,0,SPO1288,hypothetical protein,SPO_RS06560,0,0.027,0.043795118,0.015,0.024494562,-0.038,-0.063980626
SPO1289,0.988,0.83,1.102,0,0.99,0.926,1.062,0,1.008,0.951,1.067,0,0.956,0.882,1.026,0,SPO1289,"hydrolase, alpha/beta fold family",SPO_RS06565,0,0.002,0.002917483,0.02,0.028912692,-0.032,-0.047500424
SPO1290,1.017,0.924,1.108,0,0.992,0.888,1.104,0,1.021,0.926,1.114,0,1.113,1.018,1.206,0,SPO1290,hypothetical protein,SPO_RS06570,0,-0.025,-0.035907653,0.004,0.005663187,0.096,0.130133913
SPO1291,0.991,0.911,1.077,0,0.98,0.919,1.039,0,1.003,0.934,1.063,0,1.004,0.939,1.064,0,phaZ,"polyhydroxyalkanoate depolymerase, intracellular",SPO_RS06575,0,-0.011,-0.016103308,0.012,0.017364643,0.013,0.018802307
SPO1292,0.188,0,0.732,33,0.644,0.357,0.791,42,0.64,0.209,0.948,10,0.87,0.728,1.128,9,phaC,poly(3-hydroxyalkanoate) polymerase,SPO_RS06580,23.5,0.456,1.776328026,0.452,1.767339243,0.682,2.210282739
SPO1293,1.045,0.979,1.11,0,0.939,0.847,1.029,0,0.96,0.875,1.036,0,0.913,0.836,1.005,0,phaP,"phasin, PhaP",SPO_RS06585,0,-0.106,-0.154305879,-0.085,-0.122396631,-0.132,-0.194816177
SPO1294,1.026,0.972,1.071,0,0.809,0.758,0.853,0,0.87,0.822,0.911,0,0.863,0.789,0.938,0,SPO1294,polyhydroxyalkanoate synthesis repressor PhaR,SPO_RS06590,0,-0.217,-0.342819123,-0.156,-0.237943425,-0.163,-0.249598266
SPO1295,1.012,0.967,1.048,0,0.947,0.875,1.011,0,1.02,0.985,1.055,0,0.972,0.915,1.031,0,SPO1295,"aminotransferase, DegT/DnrJ/EryC1/StrS family",SPO_RS06595,0,-0.065,-0.095772959,0.008,0.011359862,-0.04,-0.058181071
SPO1298,1.018,0.943,1.087,0,1.005,0.952,1.057,0,1.036,0.983,1.084,0,0.977,0.917,1.03,0,SPO1298,"oxidoreductase, aldo/keto reductase family protein",SPO_RS06610,0,-0.013,-0.01854206,0.018,0.025286442,-0.041,-0.059307094
SPO1299,0.975,0.877,1.075,0,0.987,0.908,1.055,0,0.978,0.931,1.026,0,0.961,0.917,1.007,0,SPO1299,"transcriptional regulator, LysR family",SPO_RS22460,0,0.012,0.017647866,0.003,0.004432246,-0.014,-0.020865788
SPO1300,1.026,1.002,1.052,0,1.032,0.985,1.076,0,1.014,0.97,1.063,0,0.979,0.912,1.044,0,SPO1300,glutamine synthetase family protein,SPO_RS06625,0,0.006,0.00841224,-0.012,-0.016973079,-0.047,-0.067649966
SPO1301,1.024,0.935,1.098,0,1.009,0.946,1.052,0,0.976,0.91,1.03,0,1.033,0.917,1.13,0,SPO1301,"glutamine amidotransferase, class I",SPO_RS06630,0,-0.015,-0.021289541,-0.048,-0.069262662,0.009,0.012624539
SPO1302,0.969,0.923,1.012,0,1.011,0.975,1.044,0,0.982,0.942,1.026,0,0.971,0.904,1.044,0,SPO1302,glutamine synthetase family protein,SPO_RS06635,0,0.042,0.061214426,0.013,0.019226359,0.002,0.00297463
SPO1303,1.021,0.948,1.092,0,0.956,0.8,1.088,0,1.045,0.938,1.14,0,0.946,0.884,1.02,0,SPO1303,"fructosyl-amino acid oxidase, putative",SPO_RS06640,0,-0.065,-0.094900343,0.024,0.033520076,-0.075,-0.110070778
SPO1304,0.949,0.851,1.044,0,1.005,0.966,1.045,0,0.974,0.919,1.026,0,0.938,0.846,1.048,0,SPO1304,"His/Glu/Gln/Arg/opine family ABC transporter, permease protein",SPO_RS06645,0,0.056,0.082715509,0.025,0.037513685,-0.011,-0.016820165
SPO1305,0.963,0.931,0.994,0,0.976,0.95,1,0,0.941,0.898,0.988,0,1.001,0.952,1.042,0,SPO1305,"ABC transporter, permease protein, HisMQ family",SPO_RS06650,0,0.013,0.01934535,-0.022,-0.033341075,0.038,0.055834271
SPO1306,0.933,0.826,1.047,0,1.072,0.993,1.145,0,1.018,0.954,1.075,0,1.027,0.943,1.106,0,SPO1306,"His/Glu/Gln/Arg/opine family ABC transporter, periplasmic His/Glu/Gln/Arg/opine family-binding protein",SPO_RS06655,0,0.139,0.20035592,0.085,0.125788575,0.094,0.138487195
SPO1307,1.105,1.024,1.19,0,1.081,1.007,1.158,0,1.006,0.953,1.058,0,1.029,0.934,1.127,0,SPO1307,"His/Glu/Gln/Arg/opine family ABC transporter, ATP-binding protein",SPO_RS06660,0,-0.024,-0.031679847,-0.099,-0.135416064,-0.076,-0.102803387
SPO1308,1.073,1.013,1.141,0,1.037,0.965,1.112,0,1.023,0.976,1.081,0,1.007,0.905,1.101,0,SPO1308,hypothetical protein,SPO_RS06665,0,-0.036,-0.049234182,-0.05,-0.068843931,-0.066,-0.091586393
SPO1309,0.896,0.676,1.13,0,0.936,0.793,1.081,0,0.982,0.847,1.123,0,0.864,0.652,1.052,0,SPO1309,hypothetical protein,SPO_RS06670,0,0.04,0.063009798,0.086,0.132224292,-0.032,-0.05246742
SPO1310,0.958,0.86,1.051,0,0.981,0.874,1.087,0,1.034,0.948,1.124,0,1.008,0.838,1.169,0,SPO1310,hypothetical protein,SPO_RS06675,0,0.023,0.03422748,0.076,0.110138625,0.05,0.073398078
SPO1310a,0.719,0.484,1.025,16,0.71,0.19,1.202,3,0.847,0.748,1.056,12,0.83,0.453,1.189,1,SPO1310a,hypothetical protein,SPO_RS06680,8,-0.009,-0.018172746,0.128,0.236370199,0.111,0.207119566
SPO1311,1.01,0.932,1.083,0,1.021,0.963,1.071,0,1.003,0.938,1.066,0,1.027,0.938,1.11,0,SPO1311,renal dipeptidase family protein,SPO_RS06685,0,0.011,0.015627573,-0.007,-0.010033687,0.017,0.024080889
SPO1312,0.843,0,1.445,39,0.571,0,0.978,645,0.456,0,1.272,204,0.645,0,1.306,211,pyrG,CTP synthase,SPO_RS06690,274.75,-0.272,-0.562041886,-0.387,-0.886498807,-0.198,-0.386233471
SPO1314,1.058,1.007,1.11,0,1.053,0.999,1.11,0,1.063,1.018,1.107,0,1.038,0.988,1.088,0,nthA,nitrile hydratase subunit alpha,SPO_RS06700,0,-0.005,-0.006834191,0.005,0.006801969,-0.02,-0.027533184
SPO1315,1.067,0.993,1.137,0,1.065,0.993,1.13,0,1.095,1.051,1.141,0,1.113,1.035,1.185,0,nthB,nitrile hydratase beta subunit,SPO_RS06705,0,-0.002,-0.002706746,0.028,0.037370694,0.046,0.060893417
SPO1316,1.07,0.922,1.241,0,1.086,0.964,1.228,0,1.085,0.972,1.217,0,1.061,0.936,1.205,0,SPO1316,hypothetical protein,SPO_RS06710,0,0.016,0.021413307,0.015,0.020084246,-0.009,-0.01218614
SPO1318,0,0,0,0,0.091,0,0.273,0,0.1,0,0.304,0,0.351,0.113,0.515,0,purA,adenylosuccinate synthetase,SPO_RS06720,0,0.091,Inf,0.1,Inf,0.351,Inf
SPO1319,0.858,0.748,0.967,0,0.954,0.837,1.07,0,1.005,0.94,1.067,0,0.822,0.72,0.922,0,SPO1319,hypothetical protein,SPO_RS06725,0,0.096,0.153011619,0.147,0.228145949,-0.036,-0.061839254
SPO1320,0.804,0.68,0.936,0,0.847,0.609,1.043,0,0.814,0.673,0.958,0,0.765,0.677,0.864,0,SPO1320,"lipoprotein, putative",SPO_RS06730,0,0.043,0.075166468,0.01,0.017833293,-0.039,-0.071735754
SPO1321,0.945,0.362,1.33,98,0.956,0,1.368,187,1.019,0.718,1.229,2,0.926,0.222,1.43,218,SPO1321,thiamine pyrophosphokinase,SPO_RS06735,126.25,0.011,0.016696289,0.074,0.108767817,-0.019,-0.029302136
SPO1322,1.076,1.015,1.137,0,1.106,1.048,1.161,0,1.097,1.012,1.182,0,1.005,0.926,1.084,0,SPO1322,hypothetical protein,SPO_RS06740,0,0.03,0.039673308,0.021,0.027885448,-0.071,-0.098482576
SPO1323,0.986,0.92,1.049,0,0.987,0.881,1.097,0,1.015,0.937,1.099,0,0.98,0.898,1.066,0,sdaA,L-serine ammonia-lyase,SPO_RS06745,0,0.001,0.001462438,0.029,0.041820176,-0.006,-0.008805897
SPO1324,1.095,0.843,1.393,0,1.04,0.859,1.299,0,0.992,0.806,1.23,0,1.034,0.814,1.288,0,SPO1324,glutathione S-transferase family protein,SPO_RS06750,0,-0.055,-0.074347341,-0.103,-0.142518844,-0.061,-0.082694684
SPO1325,0.753,0.634,0.926,31,0.895,0.79,0.996,35,0.817,0.678,0.93,35,0.865,0.701,1.003,34,SPO1325,"lipoprotein, putative",SPO_RS06755,33.75,0.142,0.249237817,0.064,0.117686213,0.112,0.200050268
SPO1327,0.933,0.87,0.994,0,0.851,0.778,0.925,0,0.943,0.866,1.03,0,0.891,0.832,0.944,0,rpiA,ribose 5-phosphate isomerase,SPO_RS06765,0,-0.082,-0.132717949,0.01,0.01538069,-0.042,-0.066451649
SPO1328,0.899,0.811,0.966,0,0.881,0.841,0.924,0,0.931,0.882,0.967,0,0.96,0.92,1.001,0,gor,glutathione-disulfide reductase,SPO_RS06770,0,-0.018,-0.029179097,0.032,0.050460052,0.061,0.09471329
SPO1329,0.34,0.112,0.48,0,0.522,0.299,0.661,0,0.447,0.328,0.583,0,0.597,0.44,0.75,0,SPO1329,HflK protein,SPO_RS06775,0,0.182,0.61851506,0.107,0.394740085,0.257,0.812196185
SPO1330,0.258,0,0.535,0,0.762,0.658,0.867,0,0.218,0,0.662,0,0.82,0.689,0.941,0,hflC,HflC protein,SPO_RS06780,0,0.504,1.562419932,-0.04,-0.243042931,0.562,1.668252844
SPO1331,0.952,0.913,0.99,0,0.96,0.858,1.043,0,0.96,0.929,0.995,0,0.918,0.859,0.976,0,SPO1331,hypothetical protein,SPO_RS06785,0,0.008,0.012072832,0.008,0.012072832,-0.034,-0.05246742
SPO1332,0.186,0,0.735,3156,0.289,0,1.133,3217,0.214,0,0.869,3148,0,0,0,3186,SPO1332,hypothetical protein,SPO_RS06790,3176.75,0.103,0.635766871,0.028,0.202308175,-0.186,#NAME?
SPO1333,0.964,0.881,1.043,0,1.077,1.027,1.135,0,1.048,1.004,1.097,0,1.048,1.002,1.1,0,SPO1333,"periplasmic serine protease, DO/DeqQ family",SPO_RS06795,0,0.113,0.159913198,0.084,0.120533665,0.084,0.120533665
SPO1334,0.901,0.788,1.053,0,0.873,0.705,1.059,0,0.861,0.691,1.044,0,0.935,0.727,1.152,0,SPO1334,hypothetical protein,SPO_RS06800,0,-0.028,-0.045545452,-0.04,-0.065513868,0.034,0.053439259
SPO1335,0.739,0.252,1.256,1,0.575,0,0.858,36,0.984,0.794,1.269,1,0.948,0.687,1.277,0,SPO1335,"transcriptional regulator, Crp/Fnr family",SPO_RS06805,9.5,-0.164,-0.362012408,0.245,0.413083951,0.209,0.359312695
SPO1337,0.97,0.91,1.028,0,0.938,0.899,0.984,0,0.94,0.915,0.972,0,0.92,0.877,0.97,0,SPO1337,hypothetical protein,SPO_RS06815,0,-0.032,-0.048396825,-0.03,-0.045323991,-0.05,-0.076350886
SPO1337a,0.301,0,0.833,3181,0.661,0,1.443,2179,0.989,0.683,1.375,2186,0.501,0,1.393,2159,SPO1337a,hypothetical protein,SPO_RS06820,2426.25,0.36,1.134886785,0.688,1.716207034,0.2,0.735047116
SPO1339,0.553,0,0.94,1494,0.381,0,1.062,2187,0.875,0,1.681,620,0.347,0,0.974,2246,ftsY,signal recognition particle-docking protein FtsY,SPO_RS06825,1636.75,-0.172,-0.537488483,0.322,0.662003536,-0.206,-0.672343818
SPO1340,0.971,0.872,1.075,0,0.954,0.889,1.024,0,0.91,0.808,1.021,0,0.874,0.786,0.971,0,SPO1340,hypothetical protein,SPO_RS06830,0,-0.017,-0.025482029,-0.061,-0.09360475,-0.097,-0.151838016
SPO1342,0.849,0.711,0.988,0,0.921,0.732,1.078,0,0.799,0.604,0.965,0,0.847,0.766,0.933,0,SPO1342,hypothetical protein,SPO_RS06840,0,0.072,0.117436603,-0.05,-0.087569051,-0.002,-0.003402584
SPO1343,0.938,0.883,0.994,0,0.935,0.806,1.056,0,0.879,0.824,0.94,0,0.991,0.935,1.045,0,SPO1343,glutathione S-transferase family protein,SPO_RS06845,0,-0.003,-0.004621558,-0.059,-0.093724757,0.053,0.079297135
SPO1344,0.095,0,0.372,3136,0.995,0.699,1.283,169,0.504,0,0.824,1611,0.459,0,0.905,2282,xseA,"exodeoxyribonuclease VII, large subunit",SPO_RS06850,1799.5,0.9,3.388697107,0.409,2.407424315,0.364,2.272494735
SPO1345,0.106,0,0.322,0,0.57,0.182,0.869,0,0.211,0,0.521,0,0.296,0,0.606,0,purD,phosphoribosylamine--glycine ligase,SPO_RS06855,0,0.464,2.426897654,0.105,0.993178734,0.19,1.481532911
SPO1346,1.109,0.94,1.252,366,0.929,0.624,1.081,83,1.106,0.652,1.327,609,1.121,1.022,1.247,1580,SPO1346,"transcriptional regulator, LuxR family/sensory box protein",SPO_RS06860,659.5,-0.18,-0.255508864,-0.003,-0.00390798,0.012,0.015526913
SPO1347,1.011,0.936,1.088,0,1.017,0.962,1.064,0,0.978,0.924,1.027,0,1.092,1.063,1.122,0,SPO1347,hypothetical protein,SPO_RS06865,0,0.006,0.008536682,-0.033,-0.047876627,0.081,0.111189859
SPO1349,1.152,1.057,1.241,0,1.148,1.049,1.248,0,1.104,1.035,1.172,0,1.131,1.048,1.213,0,SPO1349,"lipoprotein, putative",SPO_RS06875,0,-0.004,-0.005018075,-0.048,-0.061400545,-0.021,-0.026541787
SPO1351,0,0,0,0,0.075,0,0.233,0,0.058,0,0.171,0,0.148,0,0.454,0,metZ,O-succinylhomoserine sulfhydrylase,SPO_RS06880,0,0.075,Inf,0.058,Inf,0.148,Inf
SPO1352a,1.23,1.126,1.335,0,1.119,1.017,1.218,0,1.128,1.051,1.205,0,1.116,1.004,1.221,0,SPO1352a,hypothetical protein,SPO_RS06890,0,-0.111,-0.136448279,-0.102,-0.124891248,-0.114,-0.140321288
SPO1354,0.892,0.801,0.972,0,0.888,0.799,0.966,0,0.956,0.921,0.99,0,0.97,0.864,1.06,0,SPO1354,peptidoglycan binding domain protein,SPO_RS06900,0,-0.004,-0.006484034,0.064,0.099966908,0.078,0.120941037
SPO1356,1.117,0.939,1.321,0,1.07,0.961,1.227,0,1.027,0.883,1.182,0,1.118,0.986,1.277,0,SPO1356,"methyltransferase, FkbM family",SPO_RS06910,0,-0.047,-0.062018389,-0.09,-0.121193004,0.001,0.001291002
SPO1356a,0.607,0.508,0.716,0,0.734,0.615,0.845,0,0.652,0.515,0.825,0,0.603,0.503,0.702,0,SPO1356a,Signal transduction,SPO_RS06915,0,0.127,0.274083547,0.045,0.103175448,-0.004,-0.009538514
SPO1357,1.069,0.869,1.247,0,1.11,0.988,1.227,0,1.071,1.007,1.138,0,1.046,0.938,1.15,0,gltS,sodium/glutamate symporter,SPO_RS06920,0,0.041,0.054297824,0.002,0.002696627,-0.023,-0.031379001
SPO1358,0.837,0,1.451,1013,0.595,0,0.819,3128,0.547,0,0.833,3203,0.102,0,0.398,3169,glyS,"glycyl-tRNA synthetase, beta subunit",SPO_RS06925,2628.25,-0.242,-0.492337954,-0.29,-0.61368679,-0.735,-3.036658471
SPO1359,0.884,0.823,0.937,0,0.739,0.658,0.843,0,0.87,0.848,0.889,0,0.83,0.765,0.895,0,ppdK,"pyruvate, phosphate dikinase",SPO_RS06930,0,-0.145,-0.258472005,-0.014,-0.023030969,-0.054,-0.090935033
SPO1360,1.116,1.038,1.204,0,1.067,1.003,1.144,0,1.07,0.999,1.147,0,1.066,0.973,1.159,0,SPO1360,hypothetical protein,SPO_RS06935,0,-0.049,-0.064776851,-0.046,-0.060726231,-0.05,-0.066129589
SPO1361,1.086,0.972,1.196,0,0.957,0.798,1.087,0,1.063,0.948,1.167,0,1.072,0.953,1.189,0,SPO1361,multicopper oxidase domain protein,SPO_RS06940,0,-0.129,-0.182433273,-0.023,-0.030882506,-0.014,-0.018719197
SPO1364a,0.976,0.841,1.132,0,0.951,0.866,1.075,0,0.991,0.886,1.113,0,1.013,0.867,1.162,0,SPO1364a,hypothetical protein,SPO_RS06960,0,-0.025,-0.037435807,0.015,0.02200391,0.037,0.053681121
SPO1365,1.055,0.991,1.12,0,0.993,0.931,1.056,0,0.998,0.956,1.046,0,0.922,0.883,0.971,0,SPO1365,hypothetical protein,SPO_RS06965,0,-0.062,-0.087377376,-0.057,-0.080131278,-0.133,-0.194404343
SPO1366,0.012,0,0.037,0,0.07,0,0.212,0,0.101,0,0.306,0,0,0,0,0,ilvC,ketol-acid reductoisomerase,SPO_RS06970,0,0.058,2.544320516,0.089,3.073248982,-0.012,#NAME?
SPO1367,0,0,0,35,0.36,0,0.784,3,0,0,0,38,0,0,0,29,SPO1367,"transcriptional regulator, AsnC family",SPO_RS06975,26.25,0.36,Inf,0,NA,0,NA
SPO1368,0.526,0.179,0.826,0,0.729,0.615,0.842,0,0.769,0.693,0.845,0,0.934,0.835,1.031,0,SPO1368,"transcriptional regulator, AsnC family",SPO_RS06980,0,0.203,0.470856015,0.243,0.547920799,0.408,0.82835975
SPO1369,0.919,0.864,0.978,0,0.966,0.916,1.015,0,0.969,0.903,1.033,0,0.868,0.785,0.952,0,SPO1369,"transcriptional regulator, GntR family",SPO_RS06985,0,0.047,0.071958328,0.05,0.076431804,-0.051,-0.082369819
SPO1370,1.026,0.938,1.097,0,0.945,0.886,1.005,0,0.987,0.937,1.039,0,0.962,0.897,1.023,0,SPO1370,aminotransferase family protein,SPO_RS06990,0,-0.081,-0.118644496,-0.039,-0.055908741,-0.064,-0.092921932
SPO1372,0.993,0.931,1.059,0,0.967,0.93,0.998,0,0.961,0.892,1.047,0,0.997,0.946,1.049,0,SPO1372,hypothetical protein,SPO_RS07000,0,-0.026,-0.038277828,-0.032,-0.047257287,0.004,0.005799787
SPO1373,0.973,0.934,1.008,0,0.906,0.859,0.964,0,0.941,0.914,0.969,0,0.835,0.762,0.89,0,SPO1373,hypothetical protein,SPO_RS07005,0,-0.067,-0.102928755,-0.032,-0.048245082,-0.138,-0.220663607
SPO1374,1.173,1.042,1.292,0,1.092,0.958,1.213,0,1.128,1.016,1.226,0,1.066,0.933,1.18,0,SPO1374,pyrimidine 5'-nucleotidase,SPO_RS07010,0,-0.081,-0.103230157,-0.045,-0.056435946,-0.107,-0.137995575
SPO1375,1.121,1.009,1.255,0,0.975,0.912,1.06,0,0.993,0.926,1.053,0,0.919,0.836,0.999,0,SPO1375,"transcriptional regulator, GntR family",SPO_RS07015,0,-0.146,-0.201312154,-0.128,-0.174920655,-0.202,-0.286649512
SPO1376,1.063,0.961,1.173,0,1.053,0.963,1.151,0,1.088,1.033,1.149,0,1.064,0.997,1.137,0,SPO1376,"glycosyl transferase, group 2 family protein",SPO_RS07020,0,-0.01,-0.013636161,0.025,0.03353696,0.001,0.001356554
SPO1379,0.946,0.801,1.122,0,0.971,0.808,1.162,0,0.975,0.87,1.114,0,1.028,0.913,1.184,0,SPO1379,"prephenate dehydrogenase, putative",SPO_RS07040,0,0.025,0.037631112,0.029,0.043562035,0.082,0.119928176
SPO1380,0.934,0.844,1.023,0,0.947,0.866,1.03,0,0.986,0.912,1.059,0,0.932,0.876,0.991,0,SPO1380,hypothetical protein,SPO_RS07045,0,0.013,0.019941876,0.052,0.078165097,-0.002,-0.003092595
SPO1381,0.919,0.288,1.443,49,0.74,0,1.131,184,1.077,0.871,1.401,47,0.691,0,1.584,200,SPO1381,hypothetical protein,SPO_RS07050,120,-0.179,-0.312539591,0.158,0.228881483,-0.228,-0.411379151
SPO1382,0.984,0.94,1.028,0,0.973,0.914,1.031,0,0.999,0.967,1.03,0,0.994,0.943,1.05,0,SPO1382,hypothetical protein,SPO_RS07055,0,-0.011,-0.016218511,0.015,0.021826362,0.01,0.014587536
SPO1383,0.619,0.565,0.673,0,0.833,0.806,0.867,0,0.783,0.721,0.843,0,0.898,0.883,0.913,0,ctaD,"cytochrome c oxidase, aa3-type, subunit I",SPO_RS07060,0,0.214,0.428377086,0.164,0.339072898,0.279,0.536776036
SPO1384,0.806,0.582,0.965,0,0.982,0.857,1.062,0,1.001,0.93,1.076,0,0.925,0.883,0.973,0,SPO1384,"transcriptional regulator, MarR family",SPO_RS07065,0,0.176,0.284943186,0.195,0.31259023,0.119,0.198673527
SPO1385,0.912,0.844,0.997,0,0.979,0.92,1.047,0,0.882,0.806,0.947,0,0.939,0.854,1.012,0,SPO1385,twin-arginine translocation pathway signal sequence domain protein,SPO_RS07070,0,0.067,0.102275035,-0.03,-0.048255169,0.027,0.042091333
SPO1387,1.103,1.061,1.152,0,1.052,1.017,1.09,0,1.08,1.059,1.105,0,1.069,1.041,1.101,0,SPO1387,cation efflux system protein,SPO_RS07080,0,-0.051,-0.068298086,-0.023,-0.030401479,-0.034,-0.045170938
SPO1388,0.996,0.887,1.099,0,0.937,0.784,1.071,0,0.961,0.868,1.054,0,0.884,0.812,0.947,0,SPO1388,"transcriptional regulator, LuxR family/hydrolase, alpha/beta fold family",SPO_RS07085,0,-0.059,-0.088096694,-0.035,-0.051609311,-0.112,-0.172099373
SPO1390,0,0,0,3117,0,0,0,3079,0.458,0,0.739,1515,0.516,0,1.021,1574,SPO1390,"thioredoxin domain protein, DsbA family",SPO_RS07095,2321.25,0,NA,0.458,Inf,0.516,Inf
SPO1392,0.952,0,1.82,1537,0.887,0.772,0.981,3153,0.668,0.459,0.792,3099,0.509,0,0.818,3166,SPO1392,4-carboxymuconolactone decarboxylase domain/alkylhydroperoxidase AhpD family core domain protein,SPO_RS07105,2738.75,-0.065,-0.102027469,-0.284,-0.511113471,-0.443,-0.903295917
SPO1393,0.519,0,0.997,1494,0.092,0,0.38,3114,0.312,0,0.421,3193,0.361,0,0.97,2265,SPO1393,Rrf2 family protein,SPO_RS07110,2516.5,-0.427,-2.496028772,-0.207,-0.734188509,-0.158,-0.523735701
SPO1394,0.953,0.911,1.004,0,0.965,0.913,1.023,0,0.933,0.892,0.98,0,0.92,0.886,0.962,0,SPO1394,"beta-lactamase, putative",SPO_RS22150,0,0.012,0.018052728,-0.02,-0.030599133,-0.033,-0.050842353
SPO1395,0.635,0,1.488,211,1.126,0.823,1.452,0,0.881,0.58,1.203,49,0.933,0.337,1.395,10,SPO1395,"transcriptional regulator, AraC family",SPO_RS07120,67.5,0.491,0.82637833,0.246,0.472385427,0.298,0.555120489
SPO1396,0.882,0.737,0.976,0,0.696,0.221,1.017,0,0.905,0.837,0.963,0,0.84,0.758,0.917,0,SPO1396,"transporter, putative",SPO_RS07125,0,-0.186,-0.34169135,0.023,0.037139136,-0.042,-0.070389328
SPO1397,1.021,0.932,1.12,0,1.023,0.94,1.114,0,1.013,0.94,1.097,0,1.017,0.937,1.106,0,SPO1397,hydrophobe/amphiphile efflux-1 family protein,SPO_RS07130,0,0.002,0.002823279,-0.008,-0.011348692,-0.004,-0.005663187
SPO1398,1.01,0.949,1.071,0,0.921,0.807,1.003,0,0.942,0.912,0.975,0,0.868,0.768,0.971,0,SPO1398,"efflux transporter, RND family, MFP subunit",SPO_RS07135,0,-0.089,-0.133082232,-0.068,-0.100556328,-0.142,-0.218588345
SPO1399,0.911,0.792,1.028,0,0.673,0.226,0.954,0,0.928,0.826,1.026,0,0.793,0.671,0.893,0,SPO1399,"transcriptional regulator, AraC family",SPO_RS07140,0,-0.238,-0.436844549,0.017,0.026673751,-0.118,-0.200130188
SPO1400,0.652,0.182,1.108,0,1.039,0.898,1.169,0,1.005,0.881,1.119,0,0.764,0.254,1.115,0,SPO1400,hypothetical protein,SPO_RS07145,0,0.387,0.672251785,0.353,0.624251632,0.112,0.228700674
SPO1401,0.733,0.611,0.853,0,0.747,0.508,0.948,0,0.891,0.798,0.999,0,0.856,0.688,0.993,0,SPO1401,"aminotransferase, class III",SPO_RS07150,0,0.014,0.027295045,0.158,0.281612233,0.123,0.223797598
SPO1404,1.031,0.964,1.093,0,0.984,0.932,1.03,0,1.024,0.942,1.091,0,0.979,0.904,1.042,0,SPO1404,hypothetical protein,SPO_RS07165,0,-0.047,-0.067314112,-0.007,-0.009828617,-0.052,-0.074663568
SPO1405,0.923,0.871,0.971,0,0.932,0.89,0.974,0,0.932,0.872,0.979,0,0.911,0.844,0.99,0,SPO1405,tyrosinase domain protein,SPO_RS07170,0,0.009,0.013999307,0.009,0.013999307,-0.012,-0.018879594
SPO1406,1.057,0.969,1.144,0,1.035,0.919,1.131,0,0.951,0.875,1.031,0,0.945,0.776,1.122,0,SPO1406,hypothetical protein,SPO_RS22155,0,-0.022,-0.030344609,-0.106,-0.152458131,-0.112,-0.161589142
SPO1407,0.886,0.776,0.978,0,0.84,0.546,1.054,0,0.82,0.669,0.97,0,0.84,0.695,0.978,0,SPO1407,hypothetical protein,SPO_RS07180,0,-0.046,-0.076917371,-0.066,-0.111682789,-0.046,-0.076917371
SPO1408,0.955,0.885,1.045,0,1.005,0.966,1.047,0,0.953,0.917,0.992,0,0.99,0.926,1.046,0,rluD,ribosomal large subunit pseudouridine synthase D,SPO_RS07185,0,0.05,0.073622863,-0.002,-0.003024519,0.035,0.051927792
SPO1409,1.214,1.081,1.331,0,1.272,1.214,1.318,0,1.216,1.147,1.276,0,1.136,1.077,1.185,0,rpoH-2,RNA polymerase sigma-32 factor,SPO_RS07190,0,0.058,0.067330249,0.002,0.002374807,-0.078,-0.095805587
