spo,gene,funct,NCBI,meanW_rpomAlone,semW_rpomAlone,meanW_vib,semW_vib,meanW_mari,semW_mari,meanW_CC,semW_CC,Vib_fold_diff,pval_vib,padj_vib,Mari_fold_diff,pval_mari,padj_mari,CC_fold_diff,pval_cc,padj_cc
SPO0955,SPO0955,amidohydrolase domain protein,SPO_RS04795,1.06,0.01,1.03,0.02,0.98,0.02,1.01,0.02,-0.041,0,0,-0.11,0,0,-0.069,0.026,0.327571186
SPO0957,SPO0957,"ABC transporter, permease protein",SPO_RS04805,1.1,0.08,0.95,0.06,1.07,0.02,1.12,0.07,-0.21,0.2272,1,-0.04,1.0068,1,0.026,0.9818,1
SPO0958,SPO0958,hypothetical protein,SPO_RS04810,0.92,0.05,0.94,0.03,0.94,0.06,0.91,0.05,0.031,0.82,1,0.031,1.0004,1,-0.016,0.787,1
SPO0959,SPO0959,hypothetical protein,SPO_RS04815,1.02,0.05,0.99,0.04,0.96,0.04,0.97,0.02,-0.043,0.8214,1,-0.087,0.2776,1,-0.072,0.536,1
SPO0960,SPO0960,"transcriptional regulator, MerR family",SPO_RS04820,1.29,0.24,1.3,0.21,1.31,0.2,1.24,0.21,0.011,1.1316,1,0.022,1.105,1,-0.057,0.5614,1
SPO0961,SPO0961,hypothetical protein,SPO_RS04825,0.9,NA,1.65,NA,1.1,NA,NA,NA,0.87,1.4142,1,0.29,0.8516,1,NA,NA,NA
SPO0962,argD,acetylornithine aminotransferase,SPO_RS04830,0.07,0.07,0,0,0,0,0.11,0.11,-3,0.7234,1,-3,0.7282,1,0.58,0.9018,1
SPO0964,argC-1,N-acetyl-gamma-glutamyl-phosphate reductase,SPO_RS04840,0.9,0.05,0.96,0.03,0.97,0.03,0.96,0.03,0.092,0.3488,1,0.11,0.3872,1,0.092,0.345,1
SPO0965,SPO0965,"acetyltransferase, GNAT family",SPO_RS23060,1.01,0.12,0.98,0.13,1.03,0.08,0.93,0.05,-0.043,0.879,1,0.028,1.0096,1,-0.12,0.6226,1
SPO0966,panE-1,2-dehydropantoate 2-reductase,SPO_RS04855,1,0.06,0.91,0.07,0.95,0.03,0.98,0.03,-0.13,0.512,1,-0.073,0.5512,1,-0.029,0.8838,1
SPO0967,SPO0967,phosphate transporter family protein,SPO_RS04860,1,0.02,1.02,0.03,0.95,0.02,1.02,0.03,0.028,0.8688,1,-0.073,0.194,1,0.028,0.5552,1
SPO0968,SPO0968,"hydrolase, NUDIX family",SPO_RS04865,1.06,0.04,1.03,0.07,1,0.03,1.09,0.03,-0.041,0.4198,1,-0.083,0.0322,0.36905387,0.04,0,0
SPO0970,apqZ,aquaporin Z,SPO_RS04875,0.96,0.05,0.94,0.01,0.93,0.01,0.91,0.05,-0.03,0.8308,1,-0.045,0.7238,1,-0.076,0.562,1
SPO0971,SPO0971,"oxidoreductase, GMC family",SPO_RS04880,0.96,0.04,0.94,0.06,0.98,0.02,0.95,0.02,-0.03,1.0872,1,0.029,0.3086,1,-0.015,0.7902,1
SPO0972,hrpB,ATP-dependent helicase HrpB,SPO_RS04885,1.01,0.07,0.91,0.03,0.95,0.04,0.9,0.02,-0.15,0.331,1,-0.087,0.641,1,-0.16,0.2626,1
SPO0973,SPO0973,LAO/AO transport system ATPase,SPO_RS04890,0.6,0.3,1.02,0.1,0.9,0.05,0.63,0.34,0.76,0.2912,1,0.58,0.3954,1,0.069,0.8312,1
SPO0974,rpmB,ribosomal protein L28,SPO_RS04895,0.91,0.02,0.97,0.03,0.94,0.03,0.98,0.02,0.091,0.1778,0.960160584,0.046,0.5136,1,0.11,0.1166,0.764607042
SPO0975,SPO0975,hypothetical protein,,1.04,0.1,1.04,0.05,1,0.04,0.98,0.04,0,0.4318,1,-0.056,0.3836,1,-0.085,0.333,1
SPO0976,SPO0976,hypothetical protein,SPO_RS04905,1.15,0.07,0.94,0.11,1.01,0.04,0.92,0.05,-0.29,0.1194,0.840348571,-0.19,0.1164,0.863558513,-0.32,0,0
SPO0977,SPO0977,ornithine cyclodeaminase/mu-crystallin family protein,SPO_RS04910,1.08,0.05,1.05,0.01,1.05,0.03,0.97,0.02,-0.04,0.992,1,-0.04,0.0246,0.367871698,-0.15,0.0578,0.537833416
SPO0978,SPO0978,CobB,SPO_RS04915,0.97,0.03,0.98,0.08,0.96,0.03,0.95,0.05,0.015,0.8292,1,-0.015,0.8282,1,-0.03,0.7592,1
SPO0980,SPO0980,"transcriptional regulator, LysR family",SPO_RS04925,1.1,0.03,1.15,0.05,1.14,0.05,1.14,0.07,0.064,1.2664,1,0.051,0.1986,1,0.051,1.0046,1
SPO0981,SPO0981,"histidinol dehydrogenase, putative",SPO_RS04930,0.92,0.05,0.95,0.11,0.92,0.08,0.97,0.09,0.046,0.728,1,0,0.829,1,0.076,0.6824,1
SPO0982,SPO0982,hypothetical protein,SPO_RS23065,1.04,0.05,1.01,0.05,0.98,0.11,0.97,0.11,-0.042,1.0234,1,-0.085,0.8702,1,-0.1,0.7828,1
SPO0983,lepA,GTP-binding protein LepA,SPO_RS04950,0.81,0.04,0.94,0.01,0.92,0.03,0.96,0.02,0.21,0.056,0.562282609,0.18,0.2006,1,0.24,0.0864,0.704954447
SPO0984,znuB,"zinc ABC transporter, permease protein",SPO_RS04955,0.96,0.02,0.92,0.03,0.86,0.04,0.95,0.07,-0.061,0.3456,1,-0.16,0.0272,0.367871698,-0.015,0.9924,1
SPO0985,znuC,"zinc ABC transporter, ATP-binding protein",SPO_RS04960,0.83,0.06,0.84,0.05,0.77,0.04,0.9,0.03,0.017,0.9572,1,-0.11,0.4664,1,0.12,0.2602,1
SPO0986,zur,zinc uptake regulation protein,SPO_RS04965,1.02,0.02,1.02,0.07,0.93,0.03,1.04,0.04,0,1.0076,1,-0.13,0.2896,1,0.028,1.0206,1
SPO0987,znuA,"zinc ABC transporter, periplasmic zinc-binding protein",SPO_RS04970,0.76,0.07,0.9,0.04,0.84,0.08,0.92,0.03,0.24,0.09,0.758750557,0.14,0.4546,1,0.27,0.1176,0.764607042
SPO0988,SPO0988,YeeE/YedE family protein,SPO_RS04975,0.88,0.08,0.86,0.04,0.92,0.01,0.89,0.04,-0.033,0.8912,1,0.063,0.734,1,0.016,0.8914,1
SPO0989,SPO0989,transcriptional regulator SoxR,SPO_RS04980,1.03,0.03,1.02,0.03,1.05,0.03,1.01,0.04,-0.014,0.979,1,0.027,1.0028,1,-0.028,1.0018,1
SPO0990,soxS,regulatory protein SoxS,SPO_RS04985,1.01,0.03,0.98,0.03,1,0.04,0.94,0.05,-0.043,0.4574,1,-0.014,1.0552,1,-0.1,0.4304,1
SPO0991,soxV,sulfur oxidation V protein,SPO_RS04990,0.98,0.09,0.89,0.03,0.97,0.06,0.97,0.04,-0.14,0.491,1,-0.015,0.9214,1,-0.015,0.823,1
SPO0992,soxW,thioredoxin SoxW,SPO_RS04995,1.12,0.09,1.09,0.05,0.8,0.19,1.06,0.06,-0.039,0.9922,1,-0.48,0.2016,1,-0.079,1.0022,1
SPO0993,soxX,monoheme cytochrome c SoxX,SPO_RS05000,0.96,0.06,0.97,0.1,0.84,0.1,0.79,0.04,0.015,0.8486,1,-0.19,0.4006,1,-0.28,0.0314,0.327571186
SPO0994,soxY,sulfur oxidation Y protein,SPO_RS05005,NA,NA,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPO0995,soxZ,sulfur oxidation Z protein,SPO_RS05010,1.22,0.08,1.16,0.11,0.82,0.28,0.65,0.23,-0.072,1.0004,1,-0.57,0.222,1,-0.9,0.0628,0.569828993
SPO0996,soxA,diheme cytochrome c SoxA,SPO_RS05015,0.98,0.05,1,0.04,1.01,0.02,0.97,0.03,0.029,0.9488,1,0.043,0.947,1,-0.015,0.781,1
SPO0997,soxB,sulfur oxidation B protein,SPO_RS05020,0.96,0.03,1.03,0.03,1,0.02,1.03,0.04,0.1,0.2032,1,0.058,0.2892,1,0.1,0.1884,0.964854684
SPO0998,soxC,sulfur oxidation molybdopterin C protein,SPO_RS05025,0.93,0.02,1.02,0.02,0.94,0.02,0.95,0.02,0.13,0.2818,1,0.015,0.807,1,0.03,0.723,1
SPO0999,soxD,diheme cytochrome c SoxD,SPO_RS05030,1.02,0.03,1,0.01,0.99,0.01,0.98,0.02,-0.028,0.9476,1,-0.043,0.858,1,-0.057,0.774,1
SPO1000,soxE,diheme cytochrome c SoxE,SPO_RS05035,0.91,0.07,1.04,0.04,0.96,0.02,0.8,0.1,0.19,0.2336,1,0.076,0.4216,1,-0.18,0.4342,1
SPO1001,soxF,sulfur oxidation F protein,SPO_RS05040,0.81,0.03,0.92,0.07,0.85,0.08,0.88,0.05,0.18,0.139,0.874424961,0.069,0.7406,1,0.12,0.2838,1
SPO1002,SPO1002,"transcriptional regulator, AraC family",SPO_RS05045,0.98,0.05,0.96,0.03,0.95,0.03,0.97,0.06,-0.029,0.4882,1,-0.044,0.3314,1,-0.015,0.6524,1
SPO1003,clpP,"ATP-dependent Clp protease, proteolytic subunit ClpP",SPO_RS05050,0,0,0.1,0.1,0.22,0.22,0.12,0.12,3.5,1.0054,1,4.5,0.9958,1,3.7,1.0152,1
SPO1004,clpX,"ATP-dependent Clp protease, ATP-binding subunit ClpX",SPO_RS05055,0,0,0.43,0.25,0.12,0.12,0.14,0.14,5.5,0,0,3.7,0,0,3.9,1.0048,1
SPO1005,SPO1005,endoribonuclease L-PSP family protein,,0.96,0.01,1.05,0.02,0.98,0.02,1.01,0.04,0.13,0.394,1,0.029,0.2328,1,0.073,0.4558,1
SPO1006,SPO1006,"NADH dehydrogenase subunit, putative",SPO_RS05065,0.95,0.03,1.04,0.04,0.97,0.03,1,0.02,0.13,0.283,1,0.03,0.6634,1,0.073,0.2568,1
SPO1007,SPO1007,hypothetical protein,SPO_RS05070,1.16,0.03,1.09,0.02,1.05,0.02,1.09,0.02,-0.089,0,0,-0.14,0,0,-0.089,0,0
SPO1008,SPO1008,hypothetical protein,SPO_RS05075,1.22,0.07,1.21,0.05,1.16,0.03,1.16,0.05,-0.012,1.2542,1,-0.072,1.1164,1,-0.072,1.2056,1
SPO1009,aat,leucyl/phenylalanyl-tRNA--protein transferase,SPO_RS05080,0.94,0.04,0.96,0.05,0.96,0.04,0.92,0.03,0.03,0.9162,1,0.03,0.5906,1,-0.031,0.8394,1
SPO1012,SPO1012,"transcriptional regulator, LuxR family",SPO_RS05095,1.05,0.07,0.87,0.09,0.89,0.03,0.98,0.09,-0.27,0.2324,1,-0.24,0.2228,1,-0.099,0.8746,1
SPO1013,SPO1013,thiolase family protein,SPO_RS05100,0.98,0.06,0.95,0.08,0.98,0.06,0.95,0.12,-0.044,0.8194,1,0,0.879,1,-0.044,0.8794,1
SPO1014,SPO1014,AMP-binding enzyme,SPO_RS05105,1,0.06,0.9,0.06,0.89,0.02,0.9,0.08,-0.15,0.2852,1,-0.17,0.1732,0.994087442,-0.15,0.3028,1
SPO1015,SPO1015,"3-hydroxybutyrate dehydrogenase, putative",SPO_RS05110,0.99,0.18,1.1,0.07,0.93,0.02,1.02,0.07,0.15,0.6522,1,-0.089,0.6502,1,0.043,1.009,1
SPO1016,SPO1016,hypothetical protein,SPO_RS05115,0.96,0.02,0.9,0.07,0.92,0.04,0.95,0.05,-0.092,0.539,1,-0.061,0.4078,1,-0.015,0.9944,1
SPO1017,SPO1017,"lactic acid ABC transporter, ATP-binding protein",SPO_RS05120,1.02,0.17,1.14,0.1,0.97,0.09,0.96,0.15,0.16,0.6522,1,-0.072,0.7892,1,-0.087,0.8346,1
SPO1018,SPO1018,"lactic acid ABC transporter, ATP-binding protein",SPO_RS05125,1.01,0.1,1,0.04,0.96,0.05,1.02,0.06,-0.014,0.9148,1,-0.073,0.877,1,0.014,1.0066,1
SPO1019,SPO1019,"lactic acid ABC transporter, permease protein",SPO_RS05130,1.05,0.21,0.97,NA,0.9,NA,0.94,NA,-0.11,0.8458,1,-0.22,0.8684,1,-0.16,0.8632,1
SPO1020,SPO1020,"lactic acid ABC transporter, permease protein",SPO_RS05135,0.97,0.08,0.99,0.05,0.93,0.04,0.98,0.05,0.029,0.6366,1,-0.06,0.9184,1,0.015,0.886,1
SPO1021,SPO1021,"lactic acid ABC transporter, periplasmic substrate-binding protein",SPO_RS05140,0.93,0.03,0.94,0.04,0.97,0.03,0.88,0.05,0.015,0.7772,1,0.06,0.4554,1,-0.079,0.373,1
SPO1022,SPO1022,"transcriptional regulator, putative",SPO_RS05145,1.06,0.07,1.1,0.03,1.09,0.04,1.07,0.05,0.053,0.181,0.973500728,0.04,0.1994,1,0.013,0.9966,1
SPO1024,SPO1024,hypothetical protein,SPO_RS05155,0.85,0.06,0.93,0.05,0.97,0.07,0.92,0.05,0.13,0.4026,1,0.19,0.2298,1,0.11,0.487,1
SPO1025,SPO1025,sensor histidine kinase,SPO_RS05160,0.91,0.05,0.93,0.04,0.91,0.02,0.95,0.04,0.031,0.9342,1,0,0.9632,1,0.061,0.7658,1
SPO1026,SPO1026,hypothetical protein,SPO_RS05165,1.07,0.03,1,0.03,0.99,0.04,1.04,0.02,-0.097,0.0274,0.340563253,-0.11,0.0304,0.367871698,-0.041,0.0316,0.327805618
SPO1027,SPO1027,putative protein TIGR01244,SPO_RS05170,1.03,0.04,0.95,0.04,0.96,0.02,1.04,0.05,-0.12,0.2782,1,-0.1,0.4518,1,0.014,0.1208,0.773042487
SPO1028,SPO1028,YeeE/YedE family protein,SPO_RS05175,1.08,0.08,1,0.06,1.07,0.05,1.1,0.09,-0.11,0.294,1,-0.013,0.989,1,0.026,0.9864,1
SPO1029,SPO1029,YeeE/YedE family protein,SPO_RS05180,1,0.03,1.04,0.04,1.04,0.01,0.94,0.07,0.056,0.028,0.340563253,0.056,0.9906,1,-0.088,0.3664,1
SPO1030,SPO1030,metallo-beta-lactamase family protein,SPO_RS05185,0.95,0.04,1,0.02,0.98,0.04,0.93,0.02,0.073,0.545,1,0.044,0.5892,1,-0.03,0.7636,1
SPO1031,SPO1031,hypothetical protein,,1.05,0.07,1,0.03,0.98,0.03,0.77,0.26,-0.07,0.9868,1,-0.099,0.4036,1,-0.44,0.7146,1
SPO1032,SPO1032,hypothetical protein,SPO_RS05195,0.94,0.09,0.95,0.13,0.93,0.09,0.93,0.07,0.015,0.9926,1,-0.015,0.9932,1,-0.015,0.8386,1
SPO1033,SPO1033,hypothetical protein,SPO_RS05200,0.12,0.11,0,0,0.47,0.47,0,0,-3.7,0.172,0.95124256,1.9,0.922,1,-3.7,0.1814,0.942208439
SPO1034,SPO1034,hypothetical protein,SPO_RS05205,1.03,0.02,1.02,0.03,1.02,0.01,1.03,0.04,-0.014,0.9924,1,-0.014,1.001,1,0,1.0024,1
SPO1036,SPO1036,"site-specific recombinase, phage integrase family",SPO_RS05215,0.95,0.02,0.99,0.01,0.98,0.02,1.02,0.02,0.059,0.0294,0.340563253,0.044,0.478,1,0.1,0.2848,1
SPO1037,SPO1037,hypothetical protein,SPO_RS05220,0.97,0.01,0.98,0.01,0.97,0.01,0.96,0.02,0.015,0.6854,1,0,1.2914,1,-0.015,0.6976,1
SPO1038,SPO1038,hypothetical protein,,0.93,0.31,0.67,0.34,1.02,0.14,0.96,0.02,-0.47,0.534,1,0.13,0.9784,1,0.045,0.977,1
SPO1039,SPO1039,hypothetical protein,SPO_RS05235,0.95,0.06,0.95,0.05,0.94,0.03,0.92,0.05,0,0.821,1,-0.015,0.8864,1,-0.046,0.6816,1
SPO1040,SPO1040,hypothetical protein,SPO_RS05240,1.08,0.08,1.07,0.06,0.98,0.07,1.04,0.08,-0.013,1.0258,1,-0.14,0.487,1,-0.054,1.0036,1
SPO1041,SPO1041,hypothetical protein,SPO_RS05245,0.82,0.13,0.78,0.16,0.9,0.08,0.92,0.1,-0.071,0.8836,1,0.13,0.693,1,0.16,0.5824,1
SPO1042,SPO1042,hypothetical protein,SPO_RS05250,0.84,0.06,1.09,0.05,0.9,0.05,0.98,0.05,0.37,0,0,0.098,0.623,1,0.22,0.2124,0.9804915
SPO1043,SPO1043,hypothetical protein,SPO_RS05255,0.92,0.1,0.92,0.08,0.8,0.09,0.83,0.15,0,0.9052,1,-0.2,0.4508,1,-0.15,0.7832,1
SPO1044,SPO1044,hypothetical protein,,0.93,0.06,0.86,0.04,0.85,0.02,0.9,0.07,-0.11,0.3178,1,-0.13,0.3128,1,-0.047,0.678,1
SPO1044a,SPO1044a,hypothetical protein,SPO_RS05270,0.92,0.06,0.96,0.05,0.96,0.04,1.03,0.04,0.061,0.6244,1,0.061,0.46,1,0.16,0.2838,1
SPO1045,SPO1045,hypothetical protein,SPO_RS22790,1.02,0.01,1.02,0.01,1.02,0.01,1.01,0.01,0,0.9922,1,0,2,1,-0.014,2,1
SPO1046,SPO1046,hypothetical protein,SPO_RS22795,1,0.01,0.98,0.01,1,0.01,0.98,0.01,-0.029,0.6322,1,0,1.0094,1,-0.029,0.5316,1
SPO1047,SPO1047,"RNA-dependent DNA polymerase, putative",SPO_RS22425,0.98,0.01,1,0.01,0.99,0.01,1,0,0.029,0.4212,1,0.014,0.72,1,0.029,0,0
SPO1048,SPO1048,hypothetical protein,SPO_RS05275,0.97,0.03,0.98,0.02,0.96,0.01,0.96,0.01,0.015,0.8926,1,-0.015,0.7444,1,-0.015,0.7916,1
SPO1049,SPO1049,"DNA methylase, C-5 cytosine-specific family",SPO_RS22430,1.09,NA,NA,NA,1.03,NA,NA,NA,NA,NA,NA,-0.081,0.8462,1,NA,NA,NA
SPO1050,SPO1050,"site-specific recombinase, phage integrase family",SPO_RS05300,0.95,0.04,0.96,0.03,1.02,0.01,1.04,0.04,0.015,0.8988,1,0.1,0.4428,1,0.13,0.314,1
SPO1051,SPO1051,hypothetical protein,SPO_RS05320,0.88,0.09,0.92,0.06,0.95,0.05,0.88,0.06,0.063,0.8282,1,0.11,0.4706,1,0,1.006,1
SPO1052,SPO1052,hypothetical protein,SPO_RS05330,0.94,0.02,0.93,0.07,0.98,0.02,0.85,0.06,-0.015,0.927,1,0.06,0.1666,0.985265831,-0.14,0.1174,0.764607042
SPO1053,SPO1053,hypothetical protein,SPO_RS05345,1.04,0.03,1.02,0.03,1.02,0.02,1.08,0.03,-0.028,0.0288,0.340563253,-0.028,0,0,0.054,0.9886,1
SPO1054,SPO1054,hypothetical protein,SPO_RS05350,0.56,0.27,1.03,0.14,0.97,0.1,0.61,0.29,0.87,0.2344,1,0.78,0.1714,0.991422084,0.12,0.8916,1
SPO1055,SPO1055,hypothetical protein,SPO_RS05355,0.99,0.06,1.06,0.04,1.02,0.01,1.07,0.01,0.098,0.6758,1,0.043,0.5846,1,0.11,0.0262,0.327571186
SPO1056,SPO1056,hypothetical protein,SPO_RS05360,0.97,0.05,0.97,0.03,0.96,0.04,0.96,0.06,0,0.7546,1,-0.015,1.0004,1,-0.015,0.9968,1
SPO1057,SPO1057,"transcriptional regulator, AraC family",SPO_RS05365,0.94,0.06,0.99,0.07,0.98,0.04,0.98,0.04,0.074,0.5332,1,0.06,0.4046,1,0.06,0.5522,1
SPO1058,SPO1058,"acyltransferase, HtrB family",SPO_RS05370,1,0.03,1.03,0.04,0.97,0.04,1.05,0.04,0.042,0.9916,1,-0.044,0.7268,1,0.07,0.1054,0.764607042
SPO1059,SPO1059,serine/threonine protein kinase,SPO_RS22140,0.98,0.02,0.96,0.01,0.99,0.03,0.98,0.03,-0.029,0.7736,1,0.014,0.4244,1,0,1.3248,1
SPO1060,SPO1060,hypothetical protein,SPO_RS05380,0.97,0.04,0.93,0.01,0.95,0.02,0.95,0.01,-0.06,0.4314,1,-0.03,0.9108,1,-0.03,0.7818,1
SPO1061,SPO1061,LysM domain protein,SPO_RS05385,0.96,0.02,1.01,0.03,0.97,0.03,1.02,0.02,0.073,0.3948,1,0.015,1.0064,1,0.087,0.2916,1
SPO1062,SPO1062,LysM domain protein,SPO_RS05390,0.91,0.02,0.89,0.04,0.92,0.06,0.94,0.05,-0.032,0.772,1,0.016,0.9122,1,0.046,0.6884,1
SPO1063,SPO1063,hypothetical protein,SPO_RS05395,1,0.02,0.87,0.06,0.93,0.06,0.97,0.07,-0.2,0.143,0.874424961,-0.1,0.4212,1,-0.044,0.9236,1
SPO1064,SPO1064,"serine/threonine protein phosphatase, putative",SPO_RS05400,0.98,0.06,1.09,0.04,1.02,0.02,1.02,0.03,0.15,0.0264,0.340563253,0.057,0.7506,1,0.057,0.6624,1
SPO1065,SPO1065,hypothetical protein,SPO_RS05405,0.9,0.04,0.97,0.02,0.97,0.05,0.94,0.06,0.11,0.129,0.874424961,0.11,0.3152,1,0.062,0.5424,1
SPO1066,SPO1066,hypothetical protein,SPO_RS05410,1.05,0.04,1,0.04,1.02,0.03,1.03,0.03,-0.07,0.9972,1,-0.041,1.004,1,-0.027,0.9948,1
SPO1067,SPO1067,hypothetical protein,SPO_RS05415,1.01,0.05,0.96,0.04,0.98,0.03,1.03,0.02,-0.073,0.6196,1,-0.043,0.7314,1,0.028,1.0094,1
SPO1068,SPO1068,hypothetical protein,SPO_RS05420,1,0.05,0.94,0.1,0.9,0.07,0.78,0.13,-0.088,0.6558,1,-0.15,0.2094,1,-0.35,0.2102,0.972767669
SPO1069,SPO1069,hypothetical protein,SPO_RS05425,0.97,0.07,0.96,0.09,1.01,0.06,1.02,0.06,-0.015,1.0492,1,0.058,0.8436,1,0.072,0.5796,1
SPO1070,SPO1070,hypothetical protein,SPO_RS05430,0.98,0.02,0.95,0.01,0.95,0.02,0.9,0.04,-0.044,0.258,1,-0.044,0.546,1,-0.12,0.2272,1
SPO1071,SPO1071,"glutamine amidotransferase, class-I",SPO_RS05435,1,0.05,1,0.04,0.99,0.02,0.99,0.04,0,0.994,1,-0.014,0.8922,1,-0.014,0.6526,1
SPO1072,SPO1072,putative protein TIGR01033,SPO_RS05440,1.01,0.16,1,0.05,0.91,0.13,0.88,0.12,-0.014,0.9606,1,-0.15,0.569,1,-0.2,0.5602,1
SPO1073,SPO1073,bordetella uptake gene family protein,SPO_RS05445,1.09,0.08,0.99,0.13,1,0.08,1.02,0.1,-0.14,0.344,1,-0.12,0.2906,1,-0.095,0.3472,1
SPO1074,SPO1074,hypothetical protein,SPO_RS05450,0.85,0.13,1.08,0.04,1.04,0.04,1.03,0.04,0.34,0.0796,0.744612658,0.29,0.372,1,0.27,0.3966,1
SPO1075,SPO1075,hypothetical protein,SPO_RS05455,1,NA,1.13,NA,0.98,NA,0.98,0.03,0.17,0.865,1,-0.029,1.4152,1,-0.029,1.15,1
SPO1076,SPO1076,trkA-C domain protein,SPO_RS05460,0.99,0.03,0.98,0.05,0.97,0.03,0.98,0.02,-0.014,0.813,1,-0.029,0.4228,1,-0.014,0.5804,1
SPO1077,SPO1077,nitroreductase family protein,SPO_RS05465,1.07,0.04,0.99,0.04,1.03,0.03,1.05,0.06,-0.11,0.118,0.839901923,-0.054,0.0292,0.367871698,-0.027,0.1958,0.964854684
SPO1078,SPO1078,"transcriptional regulator, LysR family",SPO_RS05470,0.81,0.16,1.03,0.03,0.9,0.11,1.02,0.01,0.34,0.3396,1,0.15,0.7106,1,0.33,0.4078,1
SPO1079,SPO1079,"L-lysine exporter, putative",SPO_RS05475,0.85,0.34,1.09,0.14,0.8,0.08,0.82,0.31,0.36,0.5334,1,-0.086,0.7696,1,-0.051,0.8296,1
SPO1080,SPO1080,hypothetical protein,SPO_RS05480,1.1,0.11,1.1,0.02,1.06,0.01,1.01,0.11,0,1.1014,1,-0.053,0.4308,1,-0.12,0.5092,1
SPO1081,SPO1081,hypothetical protein,,1.04,0.03,0.95,0.03,0.98,0.03,1.09,0.05,-0.13,0.2522,1,-0.085,0.9104,1,0.067,0.0304,0.327571186
SPO1082,betI,HTH-type transcriptional regulator BetI,SPO_RS05490,1.15,0.34,0.91,0.18,0.88,0.12,1.15,0.41,-0.33,0.4888,1,-0.38,0.5346,1,0,0.9984,1
SPO1083,betC,choline sulfatase,SPO_RS05495,1.03,0.04,1,0.01,1.02,0.02,1.03,0.02,-0.042,1.0038,1,-0.014,1.015,1,0,0.9902,1
SPO1084,SPO1084,hypothetical protein,SPO_RS05500,0.97,0.07,1.01,0.29,1.21,0.16,1.06,0.26,0.058,0.9758,1,0.32,0.3598,1,0.13,0.8848,1
SPO1085,SPO1085,hypothetical protein,SPO_RS05505,0.93,0.02,0.87,0.06,0.9,0.05,0.87,0.06,-0.095,0.3632,1,-0.047,0.6636,1,-0.095,0.2024,0.964854684
SPO1086,SPO1086,"transcriptional regulator, TetR family",SPO_RS05510,0.88,0.14,1,0.04,1.07,0.04,0.77,0.26,0.18,0.6346,1,0.28,0.1162,0.863558513,-0.19,0.7272,1
SPO1087,betT,choline transporter,SPO_RS05515,0.96,0.05,0.9,0.03,0.98,0.04,1.02,0.04,-0.092,0.232,1,0.029,0.9456,1,0.087,0.8264,1
SPO1088,betA,choline dehydrogenase,SPO_RS05520,0.98,0.04,1,0.02,1,0.02,1.05,0.03,0.029,1.0248,1,0.029,0.6182,1,0.099,0.0278,0.327571186
SPO1089,SPO1089,hypothetical protein,SPO_RS05525,1.03,0.03,0.9,0.06,0.97,0.03,1.02,0.08,-0.19,0.278,1,-0.086,0.546,1,-0.014,1.1656,1
SPO1090,SPO1090,"DNA-binding protein, putative",SPO_RS05530,1.01,0.03,0.98,0.02,1,0.01,0.98,0.02,-0.043,0.6432,1,-0.014,1.021,1,-0.043,0.5248,1
SPO1091,SPO1091,YCII-related domain protein,SPO_RS05535,0.56,0.3,0.99,0.17,0.88,0.17,0.6,0.6,0.81,0.3092,1,0.64,0.4372,1,0.098,1.0184,1
SPO1092,SPO1092,"transcriptional regulator, LysR family",SPO_RS05540,1.03,0.04,1,0.03,0.94,0.01,0.94,0.04,-0.042,0.9912,1,-0.13,0.1488,0.91598408,-0.13,0.4678,1
SPO1093,SPO1093,"drug resistance transporter, Bcr/CflA family",SPO_RS05545,0.97,0.05,0.96,0.03,0.94,0.02,0.96,0.04,-0.015,1.0014,1,-0.045,0.7744,1,-0.015,0.7428,1
SPO1094,pccB,"propionyl-CoA carboxylase, beta subunit",SPO_RS05550,0.16,0.16,0,0,0,0,0.39,0.23,-4.1,1.0064,1,-4.1,1.0254,1,1.2,0.4246,1
SPO1094a,SPO1094a,hypothetical protein,SPO_RS05555,1.06,0.02,0.98,0.02,1.02,0.01,1,0.02,-0.11,0,0,-0.055,0,0,-0.083,0.0278,0.327571186
SPO1095,SPO1095,hypothetical protein,SPO_RS22440,1,0.04,0.95,0.03,0.98,0.04,0.97,0.02,-0.073,0.2322,1,-0.029,0.7136,1,-0.044,0.5932,1
SPO1097,SPO1097,hypothetical protein,SPO_RS05570,0.41,0.15,0.67,0.1,0.76,0.06,0.4,0.15,0.7,0.2298,1,0.87,0.027,0.367871698,-0.035,0.9954,1
SPO1098,SPO1098,hypothetical protein,SPO_RS05575,0.76,0.05,0.86,0.06,0.87,0.02,0.8,0.1,0.18,0.1904,1,0.19,0.0916,0.801662411,0.073,0.6866,1
SPO1101,pccA,"propionyl-CoA carboxylase, alpha subunit",SPO_RS05585,0.22,0.15,0.56,0.19,0.21,0.14,0.35,0.21,1.3,0.1482,0.874424961,-0.064,0.8256,1,0.65,0.6456,1
SPO1102,SPO1102,"lipoprotein, putative",SPO_RS05590,0,NA,1.31,0.27,0.83,NA,0,NA,7,0.576,1,6.4,0.8632,1,0,2,1
SPO1103,SPO1103,hypothetical protein,,0.99,0.04,0.98,0.07,0.97,0.05,0.98,0.05,-0.014,0.8312,1,-0.029,0.828,1,-0.014,1.008,1
SPO1104,SPO1104,hypothetical protein,SPO_RS05600,1.05,0.07,1,0.06,1.06,0.06,1,0.04,-0.07,0.1436,0.874424961,0.014,0.3342,1,-0.07,0.1382,0.83493913
